,SRC,DST
4162,20191,20173
4168,20197,20177
4170,20193,20179
4172,20193,20181
4173,20199,20181
4175,31061,20183
4176,31181,20183
4179,20189,20187
4184,40071,20191
4191,31067,20201
4192,31095,20201
4217,21073,21005
4219,21179,21005
4221,21215,21005
4223,21239,21005
4226,21145,21007
4231,21169,21009
4235,21017,21011
4236,21069,21011
4239,21181,21011
4259,21181,21017
4260,21209,21017
4265,39087,21019
4276,21161,21023
4278,21201,21023
4279,39015,21023
4297,21179,21029
4298,21215,21029
4308,21055,21033
4310,21143,21033
4312,21233,21033
4342,21155,21045
4345,21217,21045
4369,21231,21053
4370,47027,21053
4371,47137,21053
4373,21139,21055
4374,21143,21055
4376,21233,21055
4383,21091,21059
4384,21101,21059
4385,21149,21059
4407,21161,21069
4408,21181,21069
4409,21201,21069
4418,21103,21073
4419,21187,21073
4420,21209,21073
4422,21239,21073
4433,21113,21079
4435,21151,21079
4446,21145,21083
4447,21157,21083
4448,47079,21083
4449,47183,21083
4457,21169,21087
4458,21217,21087
4486,21149,21101
4488,21233,21101
4490,21185,21103
4491,21187,21103
4513,21151,21113
4515,21239,21113
4525,21133,21119
4527,21193,21119
4528,21195,21119
4537,21147,21125
4548,21237,21129
4552,21193,21133
4553,21195,21133
4554,51195,21133
4564,21143,21139
4565,21145,21139
4566,21157,21139
4574,21157,21143
4577,21157,21145
4580,21231,21147
4582,47013,21147
4583,47151,21147
4587,21233,21149
4594,21179,21155
4595,21217,21155
4604,21201,21161
4606,39015,21161
4632,21215,21179
4635,21201,21181
4641,21209,21187
4648,51027,21195
4650,51195,21195
4664,21239,21209
4684,47137,21231
4685,47151,21231
4699,22011,22003
4700,22039,22003
4701,22053,22003
4703,22115,22003
4721,22029,22009
4722,22039,22009
4724,22077,22009
4727,22125,22009
4729,22019,22011
4730,22053,22011
4731,22115,22011
4732,48351,22011
4755,22053,22019
4756,48351,22019
4760,22041,22021
4761,22049,22021
4763,22073,22021
4764,22083,22021
4765,22127,22021
4781,22077,22029
4782,22107,22029
4783,22125,22029
4785,28157,22029
4787,22069,22031
4788,22081,22031
4790,48365,22031
4811,22053,22039
4816,22083,22041
4817,22107,22041
4834,22061,22049
4835,22073,22049
4836,22127,22049
4841,22089,22051
4842,22095,22051
4844,22105,22051
4846,22113,22053
4860,22073,22061
4861,22111,22061
4877,22081,22069
4879,22115,22069
4880,22127,22069
4886,22083,22073
4887,22111,22073
4892,22099,22077
4894,22125,22077
4899,22123,22083
4907,28045,22087
4910,22095,22089
4911,22105,22089
4918,22105,22095
4931,22117,22105
4937,28063,22107
4943,48351,22115
4946,28109,22117
4948,28147,22117
4954,28157,22125
4969,23023,23005
4996,23021,23019
4997,23025,23019
4998,23027,23019
4999,23029,23019
5001,23025,23021
5004,23027,23025
5021,24005,24003
5023,24027,24003
5024,24029,24003
5025,24033,24003
5028,24510,24003
5030,24013,24005
5031,24025,24005
5032,24027,24005
5033,24029,24005
5034,24510,24005
5043,24019,24011
5047,24021,24013
5048,24027,24013
5049,42001,24013
5057,24033,24017
5058,24037,24017
5060,51099,24017
5063,51193,24017
5065,24037,24019
5070,24027,24021
5073,42001,24021
5074,42055,24021
5075,51107,24021
5081,54077,24023
5083,24029,24025
5088,24033,24027
5098,51510,24033
5104,51193,24037
5152,33005,25011
5153,50003,25011
5172,25025,25023
5179,26007,26001
5180,26069,26001
5181,26119,26001
5185,26041,26003
5186,26083,26003
5187,26095,26003
5188,26103,26003
5189,26153,26003
5191,26015,26005
5192,26077,26005
5194,26139,26005
5199,26119,26007
5201,26141,26007
5210,26017,26011
5213,26069,26011
5218,26103,26013
5222,26067,26015
5223,26077,26015
5228,26111,26017
5232,26055,26019
5234,26101,26019
5235,26165,26019
5236,55029,26019
5237,55061,26019
5239,26027,26021
5244,26077,26023
5245,26149,26023
5253,26077,26027
5254,26149,26027
5257,26031,26029
5258,26047,26029
5260,26097,26029
5261,26137,26029
5262,26153,26029
5264,26047,26031
5265,26097,26031
5266,26119,26031
5267,26137,26031
5268,26141,26031
5270,26095,26033
5271,26097,26033
5272,26141,26033
5277,26111,26035
5279,26133,26035
5280,26143,26035
5289,26079,26039
5291,26119,26039
5294,26137,26039
5295,26143,26039
5298,26103,26041
5300,26153,26041
5301,55029,26041
5304,26103,26043
5306,55037,26043
5313,26097,26047
5315,26087,26049
5316,26093,26049
5333,26079,26055
5335,26101,26055
5337,26165,26055
5339,26067,26057
5341,26111,26057
5381,26091,26075
5382,26093,26075
5383,26161,26075
5385,26149,26077
5389,26137,26079
5390,26143,26079
5391,26165,26079
5398,26103,26083
5402,26101,26085
5403,26105,26085
5405,26123,26085
5406,26127,26085
5407,26133,26085
5408,26165,26085
5413,26151,26087
5419,26115,26091
5420,26161,26091
5426,26161,26093
5428,26097,26095
5429,26153,26095
5431,26141,26097
5432,26153,26097
5438,26105,26101
5439,26165,26101
5440,55061,26101
5441,55071,26101
5445,26123,26105
5446,26127,26105
5447,55071,26105
5463,26161,26115
5464,26163,26115
5470,26137,26119
5471,26141,26119
5479,26127,26123
5480,26133,26123
5485,55089,26127
5494,26165,26133
5518,26163,26161
5531,27025,27003
5534,27123,27003
5536,27163,27003
5546,27021,27007
5547,27029,27007
5548,27057,27007
5552,27089,27007
5553,27113,27007
5562,27149,27011
5563,27151,27011
5564,27155,27011
5565,46051,27011
5566,46109,27011
5568,27015,27013
5569,27043,27013
5570,27079,27013
5587,27085,27019
5589,27143,27019
5593,27057,27021
5595,27097,27021
5606,27065,27025
5607,27115,27025
5608,27163,27025
5618,27057,27029
5620,27113,27029
5621,27119,27029
5637,27123,27037
5638,27131,27037
5640,27163,27037
5644,27099,27039
5646,27131,27039
5649,27051,27041
5653,27149,27041
5656,27047,27043
5665,27099,27047
5677,27149,27051
5678,27155,27051
5679,27167,27051
5686,27169,27055
5704,27095,27065
5705,27115,27065
5713,27089,27069
5725,27137,27075
5726,55003,27075
5727,55007,27075
5728,55031,27075
5733,27131,27079
5735,27143,27079
5745,27101,27083
5752,27143,27085
5758,27113,27089
5759,27119,27089
5761,38035,27089
5771,27097,27095
5780,27105,27101
5783,27133,27101
5788,27133,27105
5801,27119,27113
5805,55031,27115
5813,38035,27119
5814,38097,27119
5820,27163,27123
5833,46099,27133
5834,46101,27133
5837,55031,27137
5850,27151,27149
5851,27155,27149
5856,27167,27155
5857,38077,27155
5858,46109,27155
5860,27169,27157
5861,55011,27157
5862,55091,27157
5871,38077,27167
5873,55011,27169
5897,28019,28007
5898,28051,28007
5899,28079,28007
5900,28089,28007
5916,28017,28013
5919,28115,28013
5921,28161,28013
5928,28025,28017
5930,28095,28017
5931,28115,28017
5944,28061,28023
5945,28075,28023
5950,28095,28025
5960,28063,28029
5962,28085,28029
5964,28127,28029
5978,28067,28035
5980,28109,28035
6003,28109,28045
6017,28083,28051
6018,28089,28051
6033,28095,28057
6034,28117,28057
6035,28141,28057
6039,28067,28061
6040,28075,28061
6043,28129,28061
6046,28085,28063
6051,28127,28065
6054,28129,28067
6081,28089,28079
6096,28147,28085
6142,28145,28115
6144,28139,28117
6145,28141,28117
6146,28145,28117
6149,28143,28119
6160,28129,28127
6171,28145,28139
6198,29075,29003
6200,29147,29003
6203,29147,29005
6205,31131,29005
6207,29019,29007
6211,29163,29007
6212,29173,29007
6215,29109,29009
6216,29119,29009
6218,29209,29009
6237,29031,29017
6239,29157,29017
6240,29207,29017
6244,29051,29019
6257,29207,29023
6265,29177,29025
6278,29157,29031
6280,29207,29031
6298,29057,29039
6299,29167,29039
6301,29217,29039
6306,29121,29041
6308,29195,29041
6330,29131,29051
6340,29065,29055
6341,29071,29055
6342,29073,29055
6344,29161,29055
6349,29109,29057
6350,29167,29057
6367,29161,29065
6368,29179,29065
6370,29215,29065
6383,29073,29071
6384,29099,29071
6387,29219,29071
6393,29161,29073
6394,29219,29073
6397,29147,29075
6445,29186,29099
6450,29107,29101
6453,29111,29103
6454,29121,29103
6455,29199,29103
6464,29177,29107
6465,29195,29107
6468,29209,29109
6474,29163,29113
6476,29219,29113
6484,40041,29119
6508,29141,29131
6527,29155,29143
6529,29207,29143
6540,29213,29153
6545,29186,29157
6551,29215,29161
6553,29173,29163
6592,29213,29209
6596,29229,29215
6609,30081,30001
6615,30103,30003
6617,56003,30003
6669,30109,30021
6678,30109,30025
6679,38011,30025
6680,38033,30025
6682,46063,30025
6691,30035,30029
6692,30047,30029
6694,30053,30029
6695,30063,30029
6698,30089,30029
6699,30099,30029
6701,30043,30031
6703,30059,30031
6705,56029,30031
6719,30095,30037
6721,30107,30037
6735,30059,30045
6736,30107,30045
6738,30063,30047
6739,30089,30047
6748,30089,30053
6759,30107,30059
6761,30063,30061
6762,30089,30061
6765,30081,30063
6766,30089,30063
6798,30091,30085
6799,30105,30085
6800,38053,30085
6807,38023,30091
6822,38033,30109
6823,38053,30109
6836,31119,31003
6838,31183,31003
6841,31075,31005
6848,31123,31007
6849,31157,31007
6851,56021,31007
6866,31045,31013
6867,31123,31013
6868,31157,31013
6869,31161,31013
6870,31165,31013
6873,31103,31015
6875,31149,31015
6877,46053,31015
6884,31041,31019
6885,31047,31019
6888,31099,31019
6890,31163,31019
6893,31053,31021
6895,31177,31021
6897,31037,31023
6898,31053,31023
6901,31143,31023
6902,31155,31023
6904,31185,31023
6907,31131,31025
6908,31153,31025
6909,31155,31025
6914,31179,31027
6915,46027,31027
6916,46135,31027
6919,31085,31029
6944,31053,31037
6946,31167,31037
6953,31047,31041
6955,31111,31041
6957,31115,31041
6958,31163,31041
6959,31175,31041
6965,31161,31045
6966,31165,31045
6970,31063,31047
6972,31111,31047
6985,31155,31053
6986,31177,31053
6995,31095,31059
6996,31129,31059
7000,31185,31059
7003,31099,31061
7005,31181,31061
7007,31065,31063
7009,31085,31063
7011,31111,31063
7019,31095,31067
7022,31131,31067
7023,31133,31067
7039,31161,31075
7059,31111,31085
7086,31181,31099
7092,31149,31103
7093,46053,31103
7116,31149,31115
7122,31167,31119
7123,31179,31119
7129,31157,31123
7130,31161,31123
7139,31181,31129
7142,31147,31133
7153,31185,31143
7162,31155,31153
7165,31165,31157
7172,31175,31163
7178,31179,31167
7184,31183,31175
7192,32019,32001
7193,32021,32001
7196,32031,32001
7204,32011,32007
7207,32033,32007
7208,49003,32007
7211,32021,32009
7216,32033,32011
7228,32033,32017
7229,49001,32017
7230,49021,32017
7231,49027,32017
7232,49053,32017
7234,32021,32019
7236,32031,32019
7249,41025,32031
7252,49023,32033
7253,49027,32033
7257,33003,33001
7258,33009,33001
7259,33013,33001
7260,33017,33001
7263,33009,33003
7264,33017,33003
7266,33011,33005
7267,33019,33005
7273,33013,33009
7274,33019,33009
7278,50027,33009
7280,33013,33011
7282,33019,33011
7285,33017,33013
7286,33019,33013
7292,50027,33019
7301,34013,34003
7302,34017,34003
7305,36061,34003
7306,36087,34003
7309,34007,34005
7310,34021,34005
7313,42017,34005
7314,42101,34005
7317,42101,34007
7324,34017,34013
7335,36061,34017
7336,36085,34017
7347,42017,34021
7379,42017,34041
7380,42089,34041
7391,35051,35003
7406,35021,35007
7407,35033,35007
7408,35055,35007
7411,35037,35009
7412,35041,35009
7413,48017,35009
7415,48369,35009
7442,35033,35021
7443,35037,35021
7447,35029,35023
7449,35041,35025
7451,48079,35025
7452,48165,35025
7453,48301,35025
7462,35039,35028
7464,35049,35028
7466,35051,35029
7471,35039,35033
7473,35049,35033
7474,35055,35033
7481,35041,35037
7485,48205,35037
7486,48359,35037
7490,35049,35039
7491,35055,35039
7493,48017,35041
7494,48079,35041
7504,35057,35049
7512,35061,35057
7546,36029,36009
7547,36121,36009
7548,42083,36009
7590,36039,36025
7592,36095,36025
7594,36111,36025
7603,36121,36029
7605,36033,36031
7608,36115,36031
7609,50001,36031
7610,50007,36031
7613,36089,36033
7626,36083,36039
7627,36095,36039
7628,36111,36039
7641,36049,36045
7642,36075,36045
7643,36089,36045
7649,36065,36049
7650,36075,36049
7651,36089,36049
7668,36091,36057
7669,36093,36057
7670,36095,36057
7676,36081,36061
7680,36075,36065
7685,36099,36069
7686,36101,36069
7688,36123,36069
7703,36085,36081
7705,36091,36083
7706,36115,36083
7707,50003,36083
7713,36093,36091
7715,36115,36091
7717,36095,36093
7720,36099,36097
7721,36101,36097
7723,36123,36097
7727,36123,36099
7729,36123,36101
7747,50001,36115
7748,50003,36115
7749,50021,36115
7755,37033,37001
7756,37037,37001
7763,37035,37003
7773,37153,37007
7774,37167,37007
7776,45025,37007
7777,45069,37007
7804,37187,37015
7806,37047,37017
7807,37051,37017
7808,37141,37017
7809,37155,37017
7810,37163,37017
7812,37047,37019
7814,37141,37019
7818,37089,37021
7820,37115,37021
7841,37053,37029
7842,37073,37029
7844,37177,37029
7845,51550,37029
7857,51083,37033
7859,51590,37033
7866,37105,37037
7867,37125,37037
7885,37071,37045
7888,45021,37045
7889,45091,37045
7891,37141,37047
7892,37155,37047
7897,37107,37049
7898,37137,37049
7903,37125,37051
7904,37155,37051
7905,37163,37051
7908,37177,37053
7909,51550,37053
7920,37159,37057
7921,37167,37057
7942,37127,37065
7961,37119,37071
7962,45091,37071
7971,37173,37075
7972,47009,37075
7973,47123,37075
7981,37107,37079
7983,37191,37079
8012,45045,37089
8022,37137,37095
8023,37177,37095
8024,37187,37095
8033,37173,37099
8035,45073,37099
8037,37127,37101
8038,37163,37101
8040,37191,37101
8046,37125,37105
8049,37191,37107
8061,47029,37115
8062,47059,37115
8063,47171,37115
8070,45091,37119
8083,37153,37125
8084,37165,37125
8097,37141,37133
8105,37163,37141
8119,37165,37153
8120,37167,37153
8121,45025,37153
8122,45069,37153
8124,37165,37155
8127,45069,37155
8133,37167,37159
8138,37191,37163
8140,45069,37165
8154,47009,37173
8161,37187,37177
8175,47091,37189
8214,38049,38009
8217,38079,38009
8220,46063,38011
8222,38023,38013
8223,38061,38013
8225,38101,38013
8228,38029,38015
8229,38043,38015
8230,38055,38015
8232,38065,38015
8233,38083,38015
8247,38073,38021
8249,46013,38021
8250,46089,38021
8265,38043,38029
8269,38085,38029
8270,46021,38029
8277,38053,38033
8280,38063,38035
8282,38097,38035
8285,38041,38037
8287,38085,38037
8298,38083,38043
8299,38093,38043
8310,38055,38049
8313,38083,38049
8314,38101,38049
8319,38061,38053
8322,38057,38055
8323,38061,38055
8324,38065,38055
8325,38083,38055
8326,38101,38055
8329,38065,38057
8336,38101,38061
8354,38077,38073
8360,46091,38077
8361,46109,38077
8363,38095,38079
8397,39075,39005
8399,39083,39005
8400,39093,39005
8401,39103,39005
8403,39169,39005
8420,39091,39011
8427,39081,39013
8428,39111,39013
8429,39121,39013
8435,39071,39015
8444,39081,39019
8445,39151,39019
8446,39157,39019
8448,39023,39021
8449,39091,39021
8450,39097,39021
8456,39097,39023
8477,39075,39031
8478,39083,39031
8481,39157,39031
8490,39055,39035
8491,39085,39035
8492,39093,39035
8493,39103,39035
8495,39153,39035
8500,39135,39037
8509,39083,39041
8511,39101,39041
8512,39117,39041
8521,39073,39045
8541,39079,39053
8542,39087,39053
8544,39163,39053
8546,54053,39053
8548,39085,39055
8550,39153,39055
8551,39155,39055
8584,39131,39071
8585,39141,39071
8589,39141,39073
8590,39163,39073
8592,39083,39075
8593,39151,39075
8594,39157,39075
8595,39169,39075
8602,39087,39079
8603,39131,39079
8604,39141,39079
8605,39145,39079
8606,39163,39079
8608,54009,39081
8613,39117,39083
8617,39145,39087
8627,39103,39093
8641,39117,39101
8645,39153,39103
8646,39169,39103
8659,39121,39111
8660,39167,39111
8662,54095,39111
8663,54103,39111
8678,39167,39121
8680,39143,39123
8681,39173,39123
8683,39137,39125
8689,39141,39131
8690,39145,39131
8698,39173,39137
8701,39163,39141
8704,39173,39143
8711,39153,39151
8712,39157,39151
8713,39169,39151
8715,39169,39153
8718,42085,39155
8726,54095,39167
8734,40041,40001
8743,40023,40005
8745,40069,40005
8746,40121,40005
8752,48295,40007
8764,40015,40011
8765,40017,40011
8767,40043,40011
8768,40073,40011
8769,40093,40011
8778,40017,40015
8779,40031,40015
8781,40051,40015
8786,40051,40017
8787,40073,40017
8789,40087,40017
8790,40109,40017
8806,40089,40023
8808,48277,40023
8809,48387,40023
8824,40033,40031
8825,40051,40031
8833,48077,40033
8842,40081,40037
8844,40111,40037
8845,40117,40037
8846,40119,40037
8857,40093,40043
8858,40129,40043
8859,40153,40043
8880,40087,40051
8889,40065,40057
8891,48087,40057
8897,40077,40061
8898,40079,40061
8899,40091,40061
8901,40121,40061
8913,48487,40065
8922,40123,40069
8924,40103,40071
8928,40093,40073
8929,40109,40073
8934,40079,40077
8935,40121,40077
8938,40089,40079
8944,40109,40081
8945,40119,40081
8946,40125,40081
8957,40123,40087
8958,40125,40087
8961,48037,40089
8962,48387,40089
8966,40111,40091
8967,40121,40091
8969,40151,40093
8970,40153,40093
8984,40117,40103
8985,40119,40103
8994,40125,40109
9004,40119,40117
9010,40125,40123
9017,48483,40129
9039,40153,40151
9053,41047,41005
9073,41019,41011
9077,41025,41013
9078,41031,41013
9093,41035,41019
9110,41045,41025
9120,41043,41031
9121,41047,41031
9136,41047,41043
9182,42055,42001
9185,42005,42003
9186,42007,42003
9187,42019,42003
9189,42129,42003
9191,42019,42005
9192,42031,42005
9193,42063,42005
9195,42129,42005
9197,42019,42007
9198,42073,42007
9202,42013,42009
9205,42061,42009
9216,42027,42013
9218,42061,42013
9221,42113,42015
9222,42115,42015
9229,42101,42017
9231,42031,42019
9232,42073,42019
9233,42085,42019
9234,42121,42019
9249,42089,42025
9254,42035,42027
9255,42061,42027
9256,42087,42027
9257,42119,42027
9259,42045,42029
9265,42121,42031
9274,42119,42035
9302,42101,42045
9323,42061,42055
9324,42067,42055
9334,42067,42061
9335,42087,42061
9338,42129,42063
9341,42087,42067
9342,42097,42067
9344,42109,42067
9347,42089,42069
9348,42115,42069
9355,42085,42073
9378,42121,42085
9380,42109,42087
9381,42119,42087
9384,42103,42089
9389,42097,42093
9394,42109,42097
9395,42119,42097
9404,42119,42109
9441,45045,45001
9443,45059,45001
9452,45009,45005
9453,45011,45005
9454,45029,45005
9462,45011,45009
9463,45029,45009
9473,45019,45015
9474,45027,45015
9475,45035,45015
9476,45043,45015
9486,45029,45019
9487,45035,45019
9488,45043,45019
9490,45083,45021
9492,45091,45021
9497,45091,45023
9500,45055,45025
9502,45069,45025
9509,45035,45029
9545,45059,45045
9547,45083,45045
9560,45061,45055
9567,45083,45059
9606,46025,46005
9607,46059,46005
9608,46073,46005
9610,46111,46005
9611,46115,46005
9619,46067,46009
9620,46135,46009
9628,46037,46013
9630,46049,46013
9631,46089,46013
9632,46091,46013
9633,46115,46013
9645,46063,46019
9646,46081,46019
9647,46093,46019
9649,56011,46019
9652,46089,46021
9660,46029,46025
9661,46037,46025
9662,46057,46025
9664,46115,46025
9668,46127,46027
9669,46135,46027
9671,46037,46029
9672,46039,46029
9673,46051,46029
9674,46057,46029
9689,46067,46035
9690,46111,46035
9692,46051,46037
9693,46091,46037
9694,46109,46037
9695,46115,46037
9697,46051,46039
9698,46057,46039
9717,46059,46049
9719,46107,46049
9720,46115,46049
9722,46109,46051
9729,46093,46055
9730,46103,46055
9731,46117,46055
9732,46137,46055
9737,46073,46059
9738,46115,46059
9749,46117,46065
9752,46087,46067
9754,46135,46067
9766,46111,46073
9781,46093,46081
9782,46103,46081
9783,56011,46081
9784,56045,46081
9795,46099,46087
9800,46109,46091
9802,46103,46093
9804,46137,46093
9811,46101,46099
9816,56045,46103
9828,46137,46117
9840,47013,47001
9841,47093,47001
9842,47129,47001
9843,47145,47001
9844,47151,47001
9845,47173,47001
9847,47031,47003
9853,47017,47005
9854,47039,47005
9855,47079,47005
9864,47153,47007
9867,47093,47009
9869,47123,47009
9878,47151,47013
9879,47173,47013
9881,47031,47015
9884,47177,47015
9885,47189,47015
9887,47039,47017
9890,47079,47017
9891,47113,47017
9892,47183,47017
9903,47187,47021
9919,47137,47027
9921,47059,47029
9930,47177,47031
9934,47075,47033
9936,47113,47033
9975,47075,47047
9976,47157,47047
9977,47167,47047
9979,47129,47049
9981,47137,47049
9982,47141,47049
9983,47151,47049
10000,47067,47057
10003,47093,47057
10004,47173,47057
10008,47171,47059
10024,51105,47067
10040,47113,47075
10041,47167,47075
10046,47183,47079
10050,47119,47081
10052,47187,47081
10068,47163,47091
10070,51191,47091
10073,47145,47093
10075,47173,47093
10082,47119,47099
10107,47153,47115
10113,47187,47119
10116,47145,47121
10118,47139,47123
10124,47145,47129
10125,47151,47129
10134,47151,47137
10138,47185,47141
10150,47177,47153
10153,47167,47157
10161,51191,47163
10176,47185,47177
10184,48073,48001
10185,48161,48001
10186,48213,48001
10187,48225,48001
10188,48289,48001
10219,48065,48011
10221,48179,48011
10222,48375,48011
10224,48437,48011
10226,48029,48013
10228,48255,48013
10231,48311,48013
10235,48089,48015
10236,48149,48015
10242,48079,48017
10244,48279,48017
10245,48369,48017
10247,48029,48019
10248,48259,48019
10251,48385,48019
10252,48463,48019
10275,48099,48027
10279,48331,48027
10282,48091,48029
10283,48187,48029
10284,48259,48029
10298,48227,48033
10299,48305,48033
10304,48099,48035
10305,48143,48035
10307,48217,48035
10310,48425,48035
10313,48343,48037
10314,48387,48037
10348,48059,48049
10354,48411,48049
10356,48287,48051
10357,48331,48051
10367,48149,48055
10369,48187,48055
10371,48453,48055
10380,48253,48059
10394,48179,48065
10395,48233,48065
10397,48375,48065
10406,48279,48069
10407,48369,48069
10409,48437,48069
10411,48167,48071
10416,48213,48073
10417,48225,48073
10418,48347,48073
10419,48401,48073
10427,48237,48077
10428,48337,48077
10432,48279,48079
10448,48121,48085
10450,48181,48085
10455,48179,48087
10457,48483,48087
10459,48149,48089
10460,48239,48089
10464,48187,48091
10466,48259,48091
10495,48105,48103
10497,48371,48103
10499,48475,48103
10501,48235,48105
10502,48371,48105
10503,48383,48105
10504,48413,48105
10506,48443,48105
10510,48125,48107
10515,48303,48107
10516,48305,48107
10517,48345,48107
10545,48159,48119
10548,48277,48119
10549,48387,48119
10551,48181,48121
10552,48439,48121
10555,48175,48123
10557,48255,48123
10559,48469,48123
10564,48269,48125
10565,48345,48125
10566,48433,48125
10582,48311,48131
10613,48221,48143
10615,48425,48143
10628,48287,48149
10631,48253,48151
10634,48353,48151
10636,48433,48151
10654,48387,48159
10656,48499,48159
10658,48213,48161
10659,48289,48161
10661,48349,48161
10685,48227,48173
10687,48329,48173
10688,48383,48173
10692,48255,48175
10694,48469,48175
10703,48483,48179
10707,48401,48183
10730,48233,48195
10755,48359,48205
10758,48253,48207
10759,48269,48207
10760,48275,48207
10762,48433,48207
10771,48257,48213
10772,48349,48213
10777,48427,48215
10783,48349,48217
10794,48425,48221
10800,48289,48225
10821,48383,48235
10822,48413,48235
10823,48451,48235
10825,48337,48237
10832,48321,48239
10833,48469,48239
10842,48371,48243
10843,48377,48243
10844,48389,48243
10862,48353,48253
10864,48433,48253
10890,48275,48269
10891,48345,48269
10892,48433,48269
10899,48355,48273
10901,48433,48275
10904,48387,48277
10906,48303,48279
10907,48369,48279
10917,48331,48287
10939,48319,48299
10940,48411,48299
10942,48389,48301
10943,48475,48301
10946,48305,48303
10961,48343,48315
10966,48327,48319
10967,48411,48319
10978,48413,48327
10980,48451,48327
10982,48383,48329
11004,48387,48343
11009,48401,48347
11017,48399,48353
11025,48375,48359
11033,48401,48365
11040,48389,48371
11041,48443,48371
11042,48475,48371
11052,48499,48379
11057,48451,48383
11060,48463,48385
11064,48475,48389
11074,48451,48399
11090,48451,48413
11163,49021,49001
11164,49027,49001
11165,49031,49001
11182,49013,49009
11184,49047,49009
11185,56037,49009
11193,49047,49013
11201,49047,49015
11202,49055,49015
11214,49025,49021
11215,49053,49021
11217,49027,49023
11223,49053,49025
11234,49055,49031
11239,56041,49033
11267,50007,50001
11269,50021,50001
11270,50023,50001
11271,50027,50001
11273,50021,50003
11275,50027,50003
11283,50011,50007
11284,50013,50007
11286,50023,50007
11290,50013,50011
11292,50019,50011
11302,50027,50021
11326,51045,51005
11327,51163,51005
11332,51041,51007
11333,51049,51007
11337,51147,51007
11340,51019,51009
11342,51125,51009
11343,51163,51009
11353,51510,51013
11372,51067,51019
11375,51163,51019
11397,51167,51027
11420,51063,51035
11425,51640,51035
11434,51083,51037
11435,51111,51037
11437,51147,51037
11440,51075,51041
11443,51149,51041
11444,51570,51041
11446,51730,51041
11468,51065,51049
11469,51075,51049
11471,51147,51049
11501,51067,51063
11507,51075,51065
11515,51171,51069
11517,51840,51069
11520,54031,51069
11522,54065,51069
11572,54071,51091
11573,54075,51091
11584,51181,51095
11594,51193,51099
11603,51195,51105
11613,51147,51111
11620,51131,51115
11631,51163,51125
11637,51735,51131
11657,51181,51149
11658,51183,51149
11660,51730,51149
11676,51530,51163
11687,51191,51167
11688,51195,51167
11694,54031,51171
11710,51183,51181
11721,51720,51195
11739,51730,51570
11799,53017,53007
11800,53033,53007
11801,53037,53007
11810,53059,53011
11822,53037,53017
11830,53071,53021
11840,53031,53027
11843,53049,53027
11846,53031,53029
11857,53037,53033
11869,53059,53039
11890,53069,53049
11938,54101,54007
11959,54033,54017
11961,54085,54017
11962,54095,54017
11963,54103,54017
11994,54071,54031
11997,54049,54033
11998,54091,54033
11999,54097,54033
12000,54103,54033
12019,54045,54043
12021,54079,54043
12025,54109,54045
12032,54091,54049
12033,54103,54049
12038,54079,54053
12058,54075,54071
12066,54101,54075
12068,54091,54077
12079,54095,54085
12088,54103,54095
12090,54101,54097
12107,55007,55003
12108,55051,55003
12113,55017,55005
12116,55107,55005
12119,55129,55005
12121,55031,55007
12123,55129,55007
12125,55015,55009
12126,55029,55009
12127,55061,55009
12128,55071,55009
12129,55083,55009
12130,55087,55009
12131,55115,55009
12134,55091,55011
12142,55071,55015
12143,55087,55015
12145,55139,55015
12147,55019,55017
12150,55107,55017
12155,55073,55019
12161,55047,55021
12162,55057,55021
12164,55111,55021
12183,55061,55029
12185,55083,55029
12188,55129,55031
12200,55041,55037
12208,55067,55041
12210,55083,55041
12211,55085,55041
12214,55049,55043
12215,55065,55043
12216,55103,55043
12218,55049,55045
12219,55065,55045
12224,55139,55047
12226,55065,55049
12227,55103,55049
12228,55111,55049
12243,55081,55057
12244,55111,55057
12251,55071,55061
12259,55073,55067
12260,55078,55067
12261,55083,55067
12262,55085,55067
12263,55115,55067
12272,55097,55073
12273,55115,55073
12282,55083,55078
12283,55115,55078
12292,55115,55083
12297,55115,55087
12299,55139,55087
12303,55133,55089
12311,55115,55097
12324,55111,55103
12331,55129,55107
12346,55133,55127
12360,56009,56001
12361,56021,56001
12362,56031,56001
12365,56029,56003
12367,56043,56003
12381,56025,56009
12383,56031,56009
12384,56045,56009
12386,56045,56011
12400,56029,56017
12401,56043,56017
12407,56031,56021
12414,56043,56025
12420,56043,56029
12427,56041,56037
