,SRC,DST
8061,37115,47029
8062,37115,47059
8063,37115,47171
8070,37119,45091
8083,37125,37153
8084,37125,37165
8097,37133,37141
8105,37141,37163
8119,37153,37165
8120,37153,37167
8121,37153,45025
8122,37153,45069
8124,37155,37165
8127,37155,45069
8133,37159,37167
8138,37163,37191
8140,37165,45069
8154,37173,47009
8161,37177,37187
8175,37189,47091
8214,38009,38049
8217,38009,38079
8220,38011,46063
8222,38013,38023
8223,38013,38061
8225,38013,38101
8228,38015,38029
8229,38015,38043
8230,38015,38055
8232,38015,38065
8233,38015,38083
8247,38021,38073
8249,38021,46013
8250,38021,46089
8265,38029,38043
8269,38029,38085
8270,38029,46021
8277,38033,38053
8280,38035,38063
8282,38035,38097
8285,38037,38041
8287,38037,38085
8298,38043,38083
8299,38043,38093
8310,38049,38055
8313,38049,38083
8314,38049,38101
8319,38053,38061
8322,38055,38057
8323,38055,38061
8324,38055,38065
8325,38055,38083
8326,38055,38101
8329,38057,38065
8336,38061,38101
8354,38073,38077
8360,38077,46091
8361,38077,46109
8363,38079,38095
8397,39005,39075
8399,39005,39083
8400,39005,39093
8401,39005,39103
8403,39005,39169
8420,39011,39091
8427,39013,39081
8428,39013,39111
8429,39013,39121
8435,39015,39071
8444,39019,39081
8445,39019,39151
8446,39019,39157
8448,39021,39023
8449,39021,39091
8450,39021,39097
8456,39023,39097
8477,39031,39075
8478,39031,39083
8481,39031,39157
8490,39035,39055
8491,39035,39085
8492,39035,39093
8493,39035,39103
8495,39035,39153
8500,39037,39135
8509,39041,39083
8511,39041,39101
8512,39041,39117
8521,39045,39073
8541,39053,39079
8542,39053,39087
8544,39053,39163
8546,39053,54053
8548,39055,39085
8550,39055,39153
8551,39055,39155
8584,39071,39131
8585,39071,39141
8589,39073,39141
8590,39073,39163
8592,39075,39083
8593,39075,39151
8594,39075,39157
8595,39075,39169
8602,39079,39087
8603,39079,39131
8604,39079,39141
8605,39079,39145
8606,39079,39163
8608,39081,54009
8613,39083,39117
8617,39087,39145
8627,39093,39103
8641,39101,39117
8645,39103,39153
8646,39103,39169
8659,39111,39121
8660,39111,39167
8662,39111,54095
8663,39111,54103
8678,39121,39167
8680,39123,39143
8681,39123,39173
8683,39125,39137
8689,39131,39141
8690,39131,39145
8698,39137,39173
8701,39141,39163
8704,39143,39173
8711,39151,39153
8712,39151,39157
8713,39151,39169
8715,39153,39169
8718,39155,42085
8726,39167,54095
8734,40001,40041
8743,40005,40023
8745,40005,40069
8746,40005,40121
8752,40007,48295
8764,40011,40015
8765,40011,40017
8767,40011,40043
8768,40011,40073
8769,40011,40093
8778,40015,40017
8779,40015,40031
8781,40015,40051
8786,40017,40051
8787,40017,40073
8789,40017,40087
8790,40017,40109
8806,40023,40089
8808,40023,48277
8809,40023,48387
8824,40031,40033
8825,40031,40051
8833,40033,48077
8842,40037,40081
8844,40037,40111
8845,40037,40117
8846,40037,40119
8857,40043,40093
8858,40043,40129
8859,40043,40153
8880,40051,40087
8889,40057,40065
8891,40057,48087
8897,40061,40077
8898,40061,40079
8899,40061,40091
8901,40061,40121
8913,40065,48487
8922,40069,40123
8924,40071,40103
8928,40073,40093
8929,40073,40109
8934,40077,40079
8935,40077,40121
8938,40079,40089
8944,40081,40109
8945,40081,40119
8946,40081,40125
8957,40087,40123
8958,40087,40125
8961,40089,48037
8962,40089,48387
8966,40091,40111
8967,40091,40121
8969,40093,40151
8970,40093,40153
8984,40103,40117
8985,40103,40119
8994,40109,40125
9004,40117,40119
9010,40123,40125
9017,40129,48483
9039,40151,40153
9053,41005,41047
9073,41011,41019
9077,41013,41025
9078,41013,41031
9093,41019,41035
9110,41025,41045
9120,41031,41043
9121,41031,41047
9136,41043,41047
9182,42001,42055
9185,42003,42005
9186,42003,42007
9187,42003,42019
9189,42003,42129
9191,42005,42019
9192,42005,42031
9193,42005,42063
9195,42005,42129
9197,42007,42019
9198,42007,42073
9202,42009,42013
9205,42009,42061
9216,42013,42027
9218,42013,42061
9221,42015,42113
9222,42015,42115
9229,42017,42101
9231,42019,42031
9232,42019,42073
9233,42019,42085
9234,42019,42121
9249,42025,42089
9254,42027,42035
9255,42027,42061
9256,42027,42087
9257,42027,42119
9259,42029,42045
9265,42031,42121
9274,42035,42119
9302,42045,42101
9323,42055,42061
9324,42055,42067
9334,42061,42067
9335,42061,42087
9338,42063,42129
9341,42067,42087
9342,42067,42097
9344,42067,42109
9347,42069,42089
9348,42069,42115
9355,42073,42085
9378,42085,42121
9380,42087,42109
9381,42087,42119
9384,42089,42103
9389,42093,42097
9394,42097,42109
9395,42097,42119
9404,42109,42119
9441,45001,45045
9443,45001,45059
9452,45005,45009
9453,45005,45011
9454,45005,45029
9462,45009,45011
9463,45009,45029
9473,45015,45019
9474,45015,45027
9475,45015,45035
9476,45015,45043
9486,45019,45029
9487,45019,45035
9488,45019,45043
9490,45021,45083
9492,45021,45091
9497,45023,45091
9500,45025,45055
9502,45025,45069
9509,45029,45035
9545,45045,45059
9547,45045,45083
9560,45055,45061
9567,45059,45083
9606,46005,46025
9607,46005,46059
9608,46005,46073
9610,46005,46111
9611,46005,46115
9619,46009,46067
9620,46009,46135
9628,46013,46037
9630,46013,46049
9631,46013,46089
9632,46013,46091
9633,46013,46115
9645,46019,46063
9646,46019,46081
9647,46019,46093
9649,46019,56011
9652,46021,46089
9660,46025,46029
9661,46025,46037
9662,46025,46057
9664,46025,46115
9668,46027,46127
9669,46027,46135
9671,46029,46037
9672,46029,46039
9673,46029,46051
9674,46029,46057
9689,46035,46067
9690,46035,46111
9692,46037,46051
9693,46037,46091
9694,46037,46109
9695,46037,46115
9697,46039,46051
9698,46039,46057
9717,46049,46059
9719,46049,46107
9720,46049,46115
9722,46051,46109
9729,46055,46093
9730,46055,46103
9731,46055,46117
9732,46055,46137
9737,46059,46073
9738,46059,46115
9749,46065,46117
9752,46067,46087
9754,46067,46135
9766,46073,46111
9781,46081,46093
9782,46081,46103
9783,46081,56011
9784,46081,56045
9795,46087,46099
9800,46091,46109
9802,46093,46103
9804,46093,46137
9811,46099,46101
9816,46103,56045
9828,46117,46137
9840,47001,47013
9841,47001,47093
9842,47001,47129
9843,47001,47145
9844,47001,47151
9845,47001,47173
9847,47003,47031
9853,47005,47017
9854,47005,47039
9855,47005,47079
9864,47007,47153
9867,47009,47093
9869,47009,47123
9878,47013,47151
9879,47013,47173
9881,47015,47031
9884,47015,47177
9885,47015,47189
9887,47017,47039
9890,47017,47079
9891,47017,47113
9892,47017,47183
9903,47021,47187
9919,47027,47137
9921,47029,47059
9930,47031,47177
9934,47033,47075
9936,47033,47113
9975,47047,47075
9976,47047,47157
9977,47047,47167
9979,47049,47129
9981,47049,47137
9982,47049,47141
9983,47049,47151
10000,47057,47067
10003,47057,47093
10004,47057,47173
10008,47059,47171
10024,47067,51105
10040,47075,47113
10041,47075,47167
10046,47079,47183
10050,47081,47119
10052,47081,47187
10068,47091,47163
10070,47091,51191
10073,47093,47145
10075,47093,47173
10082,47099,47119
10107,47115,47153
10113,47119,47187
10116,47121,47145
10118,47123,47139
10124,47129,47145
10125,47129,47151
10134,47137,47151
10138,47141,47185
10150,47153,47177
10153,47157,47167
10161,47163,51191
10176,47177,47185
10184,48001,48073
10185,48001,48161
10186,48001,48213
10187,48001,48225
10188,48001,48289
10219,48011,48065
10221,48011,48179
10222,48011,48375
10224,48011,48437
10226,48013,48029
10228,48013,48255
10231,48013,48311
10235,48015,48089
10236,48015,48149
10242,48017,48079
10244,48017,48279
10245,48017,48369
10247,48019,48029
10248,48019,48259
10251,48019,48385
10252,48019,48463
10275,48027,48099
10279,48027,48331
10282,48029,48091
10283,48029,48187
10284,48029,48259
10298,48033,48227
10299,48033,48305
10304,48035,48099
10305,48035,48143
10307,48035,48217
10310,48035,48425
10313,48037,48343
10314,48037,48387
10348,48049,48059
10354,48049,48411
10356,48051,48287
10357,48051,48331
10367,48055,48149
10369,48055,48187
10371,48055,48453
10380,48059,48253
10394,48065,48179
10395,48065,48233
10397,48065,48375
10406,48069,48279
10407,48069,48369
10409,48069,48437
10411,48071,48167
10416,48073,48213
10417,48073,48225
10418,48073,48347
10419,48073,48401
10427,48077,48237
10428,48077,48337
10432,48079,48279
10448,48085,48121
10450,48085,48181
10455,48087,48179
10457,48087,48483
10459,48089,48149
10460,48089,48239
10464,48091,48187
10466,48091,48259
10495,48103,48105
10497,48103,48371
10499,48103,48475
10501,48105,48235
10502,48105,48371
10503,48105,48383
10504,48105,48413
10506,48105,48443
10510,48107,48125
10515,48107,48303
10516,48107,48305
10517,48107,48345
10545,48119,48159
10548,48119,48277
10549,48119,48387
10551,48121,48181
10552,48121,48439
10555,48123,48175
10557,48123,48255
10559,48123,48469
10564,48125,48269
10565,48125,48345
10566,48125,48433
10582,48131,48311
10613,48143,48221
10615,48143,48425
10628,48149,48287
10631,48151,48253
10634,48151,48353
10636,48151,48433
10654,48159,48387
10656,48159,48499
10658,48161,48213
10659,48161,48289
10661,48161,48349
10685,48173,48227
10687,48173,48329
10688,48173,48383
10692,48175,48255
10694,48175,48469
10703,48179,48483
10707,48183,48401
10730,48195,48233
10755,48205,48359
10758,48207,48253
10759,48207,48269
10760,48207,48275
10762,48207,48433
10771,48213,48257
10772,48213,48349
10777,48215,48427
10783,48217,48349
10794,48221,48425
10800,48225,48289
10821,48235,48383
10822,48235,48413
10823,48235,48451
10825,48237,48337
10832,48239,48321
10833,48239,48469
10842,48243,48371
10843,48243,48377
10844,48243,48389
10862,48253,48353
10864,48253,48433
10890,48269,48275
10891,48269,48345
10892,48269,48433
10899,48273,48355
10901,48275,48433
10904,48277,48387
10906,48279,48303
10907,48279,48369
10917,48287,48331
10939,48299,48319
10940,48299,48411
10942,48301,48389
10943,48301,48475
10946,48303,48305
10961,48315,48343
10966,48319,48327
10967,48319,48411
10978,48327,48413
10980,48327,48451
10982,48329,48383
11004,48343,48387
11009,48347,48401
11017,48353,48399
11025,48359,48375
11033,48365,48401
11040,48371,48389
11041,48371,48443
11042,48371,48475
11052,48379,48499
11057,48383,48451
11060,48385,48463
11064,48389,48475
11074,48399,48451
11090,48413,48451
11163,49001,49021
11164,49001,49027
11165,49001,49031
11182,49009,49013
11184,49009,49047
11185,49009,56037
11193,49013,49047
11201,49015,49047
11202,49015,49055
11214,49021,49025
11215,49021,49053
11217,49023,49027
11223,49025,49053
11234,49031,49055
11239,49033,56041
11267,50001,50007
11269,50001,50021
11270,50001,50023
11271,50001,50027
11273,50003,50021
11275,50003,50027
11283,50007,50011
11284,50007,50013
11286,50007,50023
11290,50011,50013
11292,50011,50019
11302,50021,50027
11326,51005,51045
11327,51005,51163
11332,51007,51041
11333,51007,51049
11337,51007,51147
11340,51009,51019
11342,51009,51125
11343,51009,51163
11353,51013,51510
11372,51019,51067
11375,51019,51163
11397,51027,51167
11420,51035,51063
11425,51035,51640
11434,51037,51083
11435,51037,51111
11437,51037,51147
11440,51041,51075
11443,51041,51149
11444,51041,51570
11446,51041,51730
11468,51049,51065
11469,51049,51075
11471,51049,51147
11501,51063,51067
11507,51065,51075
11515,51069,51171
11517,51069,51840
11520,51069,54031
11522,51069,54065
11572,51091,54071
11573,51091,54075
11584,51095,51181
11594,51099,51193
11603,51105,51195
11613,51111,51147
11620,51115,51131
11631,51125,51163
11637,51131,51735
11657,51149,51181
11658,51149,51183
11660,51149,51730
11676,51163,51530
11687,51167,51191
11688,51167,51195
11694,51171,54031
11710,51181,51183
11721,51195,51720
11739,51570,51730
11799,53007,53017
11800,53007,53033
11801,53007,53037
11810,53011,53059
11822,53017,53037
11830,53021,53071
11840,53027,53031
11843,53027,53049
11846,53029,53031
11857,53033,53037
11869,53039,53059
11890,53049,53069
11938,54007,54101
11959,54017,54033
11961,54017,54085
11962,54017,54095
11963,54017,54103
11994,54031,54071
11997,54033,54049
11998,54033,54091
11999,54033,54097
12000,54033,54103
12019,54043,54045
12021,54043,54079
12025,54045,54109
12032,54049,54091
12033,54049,54103
12038,54053,54079
12058,54071,54075
12066,54075,54101
12068,54077,54091
12079,54085,54095
12088,54095,54103
12090,54097,54101
12107,55003,55007
12108,55003,55051
12113,55005,55017
12116,55005,55107
12119,55005,55129
12121,55007,55031
12123,55007,55129
12125,55009,55015
12126,55009,55029
12127,55009,55061
12128,55009,55071
12129,55009,55083
12130,55009,55087
12131,55009,55115
12134,55011,55091
12142,55015,55071
12143,55015,55087
12145,55015,55139
12147,55017,55019
12150,55017,55107
12155,55019,55073
12161,55021,55047
12162,55021,55057
12164,55021,55111
12183,55029,55061
12185,55029,55083
12188,55031,55129
12200,55037,55041
12208,55041,55067
12210,55041,55083
12211,55041,55085
12214,55043,55049
12215,55043,55065
12216,55043,55103
12218,55045,55049
12219,55045,55065
12224,55047,55139
12226,55049,55065
12227,55049,55103
12228,55049,55111
12243,55057,55081
12244,55057,55111
12251,55061,55071
12259,55067,55073
12260,55067,55078
12261,55067,55083
12262,55067,55085
12263,55067,55115
12272,55073,55097
12273,55073,55115
12282,55078,55083
12283,55078,55115
12292,55083,55115
12297,55087,55115
12299,55087,55139
12303,55089,55133
12311,55097,55115
12324,55103,55111
12331,55107,55129
12346,55127,55133
12360,56001,56009
12361,56001,56021
12362,56001,56031
12365,56003,56029
12367,56003,56043
12381,56009,56025
12383,56009,56031
12384,56009,56045
12386,56011,56045
12400,56017,56029
12401,56017,56043
12407,56021,56031
12414,56025,56043
12420,56029,56043
12427,56037,56041
5,1101,1001
8,1053,1003
9,1097,1003
11,1129,1003
12,12033,1003
15,1045,1005
16,1067,1005
17,1109,1005
53,1121,1015
76,1119,1023
77,1129,1023
78,28023,1023
79,28075,1023
88,1037,1027
90,1121,1027
101,1045,1031
103,1109,1031
115,1117,1037
116,1121,1037
131,1103,1043
132,1127,1043
136,1067,1045
137,1069,1045
138,1109,1045
146,1071,1049
148,13055,1049
157,12033,1053
159,12113,1053
164,1075,1057
168,1127,1057
173,28057,1059
174,28141,1059
191,1069,1067
193,13099,1067
195,12063,1069
196,13099,1069
197,13253,1069
199,1089,1071
203,47115,1071
206,1117,1073
208,1127,1073
213,28095,1075
246,1103,1089
261,1129,1097
263,28041,1097
264,28059,1097
268,1109,1101
290,1121,1117
293,28075,1119
302,28041,1129
388,4011,4001
390,8083,4001
391,35003,4001
403,4007,4005
407,49025,4005
421,35003,4011
423,35023,4011
456,5041,5001
460,5095,5001
472,5065,5005
473,5089,5005
474,5129,5005
476,29153,5005
487,5089,5009
489,5129,5009
490,29213,5009
497,5025,5013
498,5039,5013
499,5103,5013
517,5039,5019
518,5059,5019
521,5103,5019
522,5109,5019
533,5141,5023
534,5145,5023
536,5039,5025
537,5043,5025
556,5067,5031
562,5047,5033
563,5087,5033
565,5143,5033
566,40001,5033
585,5059,5039
586,5103,5039
588,5043,5041
591,28011,5041
602,5083,5047
603,5087,5047
612,5059,5051
615,5125,5051
627,5061,5057
628,5073,5057
629,5081,5057
632,5109,5057
635,5125,5059
637,5081,5061
639,5109,5061
640,5113,5061
650,5135,5065
655,5145,5067
656,5147,5067
675,5095,5077
678,28143,5077
683,40089,5081
684,48037,5081
686,5115,5083
687,5127,5083
696,5143,5087
698,5129,5089
699,29153,5089
700,29213,5089
718,5147,5095
741,5113,5109
744,5127,5113
746,40079,5113
747,40089,5113
749,5129,5115
750,5141,5115
758,5135,5121
759,29149,5121
767,40079,5127
770,5141,5129
777,29149,5135
786,40001,5143
788,5147,5145
811,6011,6007
812,6021,6007
813,6063,6007
818,6077,6009
819,6099,6009
820,6109,6009
822,6021,6011
823,6033,6011
825,6113,6011
830,6077,6013
831,6095,6013
834,6023,6015
852,6033,6021
864,6051,6027
865,6071,6027
868,32009,6027
879,6053,6031
880,6079,6031
886,6113,6033
888,6049,6035
889,6063,6035
892,32031,6035
894,6059,6037
895,6071,6037
921,32031,6049
922,41035,6049
925,6109,6051
927,32009,6051
928,32019,6051
929,32021,6051
931,6069,6053
932,6079,6053
945,6071,6059
952,32031,6061
976,6099,6077
978,6083,6079
1002,6113,6095
1005,6109,6099
1027,8023,8003
1029,8105,8003
1030,8109,8003
1040,8053,8007
1041,8067,8007
1042,8079,8007
1043,8105,8007
1044,35039,8007
1048,8071,8009
1051,20187,8009
1068,8123,8014
1077,8061,8017
1080,20071,8017
1081,20199,8017
1083,8047,8019
1087,8117,8019
1095,8071,8023
1096,35007,8023
1097,35055,8023
1116,8067,8033
1117,8083,8033
1118,8111,8033
1119,8113,8033
1144,8109,8043
1162,8053,8051
1164,8085,8051
1167,8109,8051
1169,8067,8053
1170,8079,8053
1172,8109,8053
1173,8111,8053
1181,56001,8057
1188,8089,8061
1190,20071,8061
1203,8083,8067
1204,8111,8067
1211,8089,8071
1213,35007,8071
1220,8095,8075
1223,8123,8075
1224,8125,8075
1233,8105,8079
1234,8109,8079
1236,8103,8081
1238,49009,8081
1239,49047,8081
1241,56037,8081
1243,8111,8083
1248,8113,8085
1264,8125,8095
1265,31029,8095
1275,49047,8103
1277,8109,8105
1282,8113,8111
1295,56021,8123
1298,31029,8125
1301,9005,9001
1302,9009,9001
1306,36103,9001
1309,9005,9003
1311,9009,9003
1312,9011,9003
1313,9013,9003
1316,9009,9005
1325,36103,9009
1327,9013,9011
1329,36103,9011
1351,24029,10003
1353,34033,10003
1354,42029,10003
1355,42045,10003
1357,24011,10005
1358,24019,10005
1364,24033,11001
1365,51013,11001
1367,51510,11001
1369,12007,12001
1371,12041,12001
1372,12075,12001
1373,12083,12001
1374,12107,12001
1377,12007,12003
1380,12031,12003
1381,12089,12003
1383,13049,12003
1384,13065,12003
1385,13299,12003
1389,12063,12005
1390,12131,12005
1391,12133,12005
1394,12107,12007
1400,12117,12009
1401,12127,12009
1403,12021,12011
1421,12075,12017
1422,12083,12017
1423,12119,12017
1447,12041,12029
1449,12075,12029
1450,12123,12029
1452,12089,12031
1455,12113,12033
1457,12107,12035
1459,12127,12035
1473,12075,12041
1474,12121,12041
1477,12055,12043
1509,12101,12057
1513,12063,12059
1514,12131,12059
1515,12133,12059
1522,12133,12063
1523,13253,12063
1536,12083,12069
1540,12117,12069
1541,12119,12069
1542,12127,12069
1550,12083,12075
1554,12121,12079
1555,12123,12079
1557,13185,12079
1562,12107,12083
1563,12119,12083
1564,12127,12083
1574,13049,12089
1594,12119,12101
1600,12127,12107
1606,12127,12117
1614,12133,12131
1631,13161,13005
1633,13299,13005
1636,13087,13007
1638,13099,13007
1639,13201,13007
1678,13155,13019
1679,13173,13019
1680,13185,13019
1681,13277,13019
1697,13049,13025
1700,13299,13025
1701,13305,13025
1715,13103,13031
1716,13107,13031
1719,13251,13031
1721,13107,13033
1725,13251,13033
1727,45005,13033
1728,45011,13033
1752,13097,13045
1753,13121,13045
1762,13299,13049
1764,13103,13051
1771,13263,13053
1773,13115,13055
1776,13067,13057
1779,13121,13057
1783,13157,13059
1784,13195,13059
1786,13221,13059
1798,13101,13065
1799,13173,13065
1800,13299,13065
1802,13097,13067
1803,13121,13067
1834,13193,13079
1836,13225,13079
1859,13201,13087
1861,13253,13087
1863,13121,13089
1864,13135,13089
1865,13151,13089
1866,13247,13089
1875,13193,13093
1878,13315,13093
1885,13121,13097
1888,13201,13099
1889,13253,13099
1891,13173,13101
1892,13185,13101
1894,13251,13103
1900,13195,13105
1901,13221,13105
1902,13317,13105
1903,45001,13105
1909,13167,13107
1910,13175,13107
1921,13291,13111
1923,47139,13111
1925,13121,13113
1929,13233,13115
1941,13135,13121
1963,13141,13133
1966,13221,13133
1971,13157,13135
1972,13247,13135
1973,13297,13135
1978,13281,13137
1980,45073,13137
1988,13301,13141
1989,13303,13141
2006,13247,13151
2014,13277,13155
2015,13287,13155
2017,13195,13157
2027,13271,13161
2029,13309,13161
2039,13175,13167
2041,13303,13167
2054,13185,13173
2058,13309,13175
2087,13225,13193
2092,13221,13195
2107,13253,13201
2136,13317,13221
2163,13273,13243
2164,13307,13243
2169,13297,13247
2174,45005,13251
2197,13309,13271
2198,13315,13271
2200,13307,13273
2203,13287,13277
2208,13291,13281
2210,37043,13281
2215,13315,13287
2222,37043,13291
2230,13317,13301
2251,16015,16001
2254,16045,16001
2255,16073,16001
2257,16045,16003
2265,16029,16005
2266,16041,16005
2270,16029,16007
2271,16041,16007
2273,49033,16007
2289,16023,16013
2290,16025,16013
2294,16063,16013
2295,16067,16013
2300,16045,16015
2304,16055,16017
2306,30053,16017
2307,30089,16017
2308,53051,16017
2321,16033,16023
2324,16059,16023
2327,16047,16025
2328,16063,16025
2335,16041,16029
2346,16043,16033
2348,16059,16033
2349,30001,16033
2369,49033,16041
2372,16065,16043
2374,30001,16043
2375,30031,16043
2379,16075,16045
2384,16063,16047
2409,30001,16059
2410,30081,16059
2412,16069,16061
2414,16067,16063
2428,32007,16073
2430,41045,16073
2433,41045,16075
2462,17051,17005
2464,17135,17005
2473,17017,17009
2475,17149,17009
2476,17169,17009
2493,17085,17015
2495,17177,17015
2496,17195,17015
2504,17169,17017
2518,17029,17023
2519,17033,17023
2520,17035,17023
2521,17045,17023
2522,17079,17023
2524,18167,17023
2539,17035,17029
2541,17045,17029
2542,17139,17029
2543,17173,17029
2545,17043,17031
2546,17089,17031
2548,17111,17031
2549,17197,17031
2550,18089,17031
2552,26021,17031
2554,17079,17033
2555,17101,17033
2556,17159,17033
2557,18083,17033
2560,17049,17035
2561,17079,17035
2562,17173,17035
2564,17089,17037
2568,17111,17037
2570,17201,17037
2582,17089,17043
2584,17197,17043
2588,18167,17045
2590,17159,17047
2591,17185,17047
2595,17051,17049
2596,17079,17049
2597,17173,17049
2599,17121,17051
2600,17135,17051
2601,17173,17051
2611,17081,17055
2612,17145,17055
2613,17165,17055
2617,17109,17057
2620,17169,17057
2631,17083,17061
2634,17149,17061
2635,17171,17061
2640,17105,17063
2641,17197,17063
2649,17109,17067
2650,17169,17067
2651,19111,17067
2653,29111,17067
2684,17159,17079
2686,17121,17081
2687,17145,17081
2688,17189,17081
2695,17177,17085
2698,55043,17085
2699,55065,17085
2701,17127,17087
2702,17151,17087
2704,17165,17087
2705,17181,17087
2709,17111,17089
2736,17159,17101
2737,17185,17101
2738,18083,17101
2753,17169,17109
2757,55127,17111
2779,17189,17121
2784,17175,17123
2791,17151,17127
2793,21139,17127
2794,21145,17127
2801,19115,17131
2804,17163,17133
2805,29099,17133
2806,29186,17133
2810,17173,17135
2817,17173,17139
2828,17189,17145
2831,17171,17149
2833,29163,17149
2834,29173,17149
2836,17165,17151
2838,21139,17151
2850,17185,17159
2859,17189,17163
2861,29510,17163
2870,17201,17177
2871,55045,17177
2872,55065,17177
2877,29031,17181
2878,29157,17181
2886,18083,17185
2897,18089,17197
2900,55045,17201
2906,18179,18001
2940,18097,18011
2941,18107,18011
2950,18067,18015
2952,18181,18015
2961,18077,18019
2962,18143,18019
2963,18175,18019
2965,21185,18019
2981,18037,18025
2982,18061,18025
2983,18117,18025
2985,18175,18025
2986,21163,18025
2988,18037,18027
2990,18083,18027
2991,18101,18027
2992,18125,18027
3001,18047,18031
3003,18137,18031
3004,18139,18031
3009,18151,18033
3011,39171,18033
3013,18053,18035
3019,18101,18037
3020,18117,18037
3022,18125,18037
3023,18147,18037
3024,18173,18037
3050,18137,18047
3051,18139,18047
3052,18161,18047
3069,18067,18053
3070,18069,18053
3072,18103,18053
3074,18169,18053
3075,18179,18053
3091,18097,18059
3092,18139,18059
3095,18175,18061
3098,21163,18061
3110,18103,18067
3113,18169,18069
3114,18179,18069
3137,18137,18077
3138,18143,18077
3150,18125,18083
3153,18099,18085
3155,18169,18085
3171,18101,18093
3173,18117,18093
3174,18175,18093
3181,18131,18099
3182,18141,18099
3183,18149,18099
3185,18117,18101
3187,18169,18103
3207,18175,18117
3220,18173,18125
3226,21101,18129
3229,18149,18131
3230,18181,18131
3240,18149,18141
3241,26021,18141
3242,26027,18141
3244,18175,18143
3247,18173,18147
3248,21059,18147
3249,21091,18147
3252,26023,18151
3254,39171,18151
3266,18177,18161
3268,39135,18161
3280,21059,18173
3281,21101,18173
3284,39037,18177
3285,39135,18177
3290,19003,19001
3292,19029,19001
3293,19049,19001
3294,19077,19001
3295,19121,19001
3296,19175,19001
3298,19029,19003
3299,19137,19003
3301,19159,19003
3302,19173,19003
3303,19175,19003
3305,19043,19005
3306,19065,19005
3307,19191,19005
3308,27055,19005
3326,19013,19011
3332,19171,19011
3334,19017,19013
3336,19023,19013
3337,19065,19013
3339,19171,19013
3341,19049,19015
3342,19073,19015
3344,19153,19015
3349,19023,19017
3351,19065,19017
3352,19067,19017
3361,19041,19021
3365,19151,19021
3366,19161,19021
3368,19033,19023
3370,19067,19023
3373,19083,19023
3387,19077,19029
3388,19137,19029
3399,19067,19033
3401,19081,19033
3402,19131,19033
3405,19197,19033
3429,19059,19041
3430,19063,19041
3434,19151,19041
3438,19065,19043
3439,19191,19043
3441,55043,19043
3454,19073,19049
3455,19077,19049
3456,19121,19049
3457,19153,19049
3483,19063,19059
3498,19191,19065
3501,19089,19067
3502,19131,19067
3510,19129,19071
3511,19137,19071
3513,29005,19071
3514,31025,19071
3515,31131,19071
3517,19077,19073
3524,19121,19077
3535,19197,19081
3539,19197,19083
3547,19101,19087
3548,19111,19087
3549,19115,19087
3551,19183,19087
3553,19131,19089
3554,19191,19089
3556,27099,19089
3577,19123,19099
3578,19125,19099
3580,19153,19099
3583,19171,19099
3585,19107,19101
3588,19183,19101
3597,19123,19107
3600,19183,19107
3613,19139,19115
3614,19183,19115
3616,19125,19117
3617,19135,19117
3619,19185,19117
3629,19153,19121
3630,19175,19121
3633,19125,19123
3634,19135,19123
3638,19135,19125
3639,19153,19125
3646,19137,19129
3649,31025,19129
3650,31153,19129
3653,27099,19131
3660,19185,19135
3664,19173,19137
3666,19163,19139
3686,19161,19151
3699,19173,19159
3700,19175,19159
3712,19175,19173
3713,29147,19173
3734,27055,19191
3767,20033,20007
3768,20077,20007
3769,20095,20007
3770,20097,20007
3773,40151,20007
3775,20053,20009
3776,20145,20009
3777,20159,20009
3778,20165,20009
3780,20185,20009
3806,20035,20019
3807,20049,20019
3808,20125,20019
3810,40147,20019
3823,20033,20025
3824,20057,20025
3825,20097,20025
3826,20119,20025
3827,40007,20025
3841,20201,20029
3849,20097,20033
3851,40151,20033
3853,20049,20035
3854,20173,20035
3855,20191,20035
3856,40071,20035
3867,20179,20039
3868,20193,20039
3869,31065,20039
3872,20061,20041
3873,20113,20041
3874,20115,20041
3875,20127,20041
3879,29003,20043
3882,31147,20043
3885,20087,20045
3886,20091,20045
3887,20103,20045
3888,20121,20045
3890,20177,20045
3900,20125,20049
3904,20141,20051
3905,20163,20051
3906,20165,20051
3910,20105,20053
3911,20113,20053
3912,20159,20053
3926,20083,20057
3927,20097,20057
3928,20119,20057
3935,20127,20061
3937,20197,20061
3955,20081,20067
3956,20093,20067
3957,20187,20067
3958,20189,20067
3965,20199,20071
3976,20095,20077
3977,20191,20077
3981,20113,20079
3982,20115,20079
3983,20155,20079
3984,20173,20079
3986,20093,20081
3987,20119,20081
3989,20189,20081
3992,20145,20083
3994,20087,20085
3996,20149,20085
3997,20177,20085
3999,20103,20087
4000,20177,20087
4009,20103,20091
4010,20121,20091
4016,20187,20093
4020,20155,20095
4021,20173,20095
4022,20191,20095
4035,29165,20103
4038,20141,20105
4043,20121,20107
4045,29217,20107
4048,20181,20109
4049,20193,20109
4050,20199,20109
4053,20127,20111
4055,20197,20111
4057,20115,20113
4058,20155,20113
4059,20159,20113
4062,20127,20115
4073,40007,20119
4081,20133,20125
4084,40147,20125
4086,20197,20127
4112,20163,20141
4114,20183,20141
4118,20165,20145
4119,20185,20145
4121,20163,20147
4122,20183,20147
4123,31061,20147
4127,20177,20149
4128,20197,20149
4139,20159,20155
4140,20173,20155
4141,20185,20155
4148,20185,20159
4153,20183,20163
